song.id,acousticness,analysis_url,artist.id,artist.name,banger_occurances,danceability,disc_number,duration_ms,energy,episode,explicit,external_ids.isrc,href,id,instrumentalness,isBanger,is_local,key,liveness,loudness,mode,name,popularity,preview_url,speechiness,tempo,time_signature,track,track_href,track_number,type,uri,valence
4p7LooYAQniOpcNLunFnF3,0.954,https://api.spotify.com/v1/audio-analysis/4p7LooYAQniOpcNLunFnF3,2bqAlaRiT91dCQ7KMGnP8i,Gavin Luke,12,0.183,1,179166,0.0611,False,False,SE5Q51800955,https://api.spotify.com/v1/tracks/4p7LooYAQniOpcNLunFnF3,4p7LooYAQniOpcNLunFnF3,0.908,False,False,11,0.109,-25.535,0,Gone,42,,0.0342,93.361,3,True,https://api.spotify.com/v1/tracks/4p7LooYAQniOpcNLunFnF3,3,audio_features,spotify:track:4p7LooYAQniOpcNLunFnF3,0.0389
2k0lAgtTw0Ac3P1uDd2QJ2,0.984,https://api.spotify.com/v1/audio-analysis/2k0lAgtTw0Ac3P1uDd2QJ2,28COj84KB3mitRVXZkNW4N,Rand Aldo,13,0.143,1,241717,0.0187,False,False,SE5Q51800626,https://api.spotify.com/v1/tracks/2k0lAgtTw0Ac3P1uDd2QJ2,2k0lAgtTw0Ac3P1uDd2QJ2,0.942,False,False,3,0.142,-28.343,1,Thinking Like The Flowers,42,,0.0366,76.72,4,True,https://api.spotify.com/v1/tracks/2k0lAgtTw0Ac3P1uDd2QJ2,4,audio_features,spotify:track:2k0lAgtTw0Ac3P1uDd2QJ2,0.137
53sNuDhuyhtVTPNXbk4dEN,0.984,https://api.spotify.com/v1/audio-analysis/53sNuDhuyhtVTPNXbk4dEN,3dwkO7z23scCJppeqHGTy3,Steven Goldmund,15,0.144,1,240000,0.0151,False,False,SE4RG1816602,https://api.spotify.com/v1/tracks/53sNuDhuyhtVTPNXbk4dEN,53sNuDhuyhtVTPNXbk4dEN,0.982,False,False,8,0.102,-32.452,1,Mind-Drift,75,https://p.scdn.co/mp3-preview/5698ddd953eae62c0b5b2e077e1806d6f25cacb2?cid=b48aa986c53946d3b37781455e256dd4,0.0397,140.096,5,True,https://api.spotify.com/v1/tracks/53sNuDhuyhtVTPNXbk4dEN,2,audio_features,spotify:track:53sNuDhuyhtVTPNXbk4dEN,0.0385
1mYTROYR85RaiaVEtQztis,0.928,https://api.spotify.com/v1/audio-analysis/1mYTROYR85RaiaVEtQztis,6Jkxik23CyCBIj3rKlflPn,Hushed,13,0.266,1,216678,0.0205,False,False,SE5Q51800998,https://api.spotify.com/v1/tracks/1mYTROYR85RaiaVEtQztis,1mYTROYR85RaiaVEtQztis,0.907,False,False,3,0.113,-29.372,1,Hibernation,43,,0.0358,69.839,4,True,https://api.spotify.com/v1/tracks/1mYTROYR85RaiaVEtQztis,1,audio_features,spotify:track:1mYTROYR85RaiaVEtQztis,0.107
3Se2ifaSm69Np4OtyaNNKa,0.996,https://api.spotify.com/v1/audio-analysis/3Se2ifaSm69Np4OtyaNNKa,57Mmf69hQyTIEZxSCo4k5H,Réka Ioescu,11,0.391,1,152231,0.00241,False,False,SE5IB1800851,https://api.spotify.com/v1/tracks/3Se2ifaSm69Np4OtyaNNKa,3Se2ifaSm69Np4OtyaNNKa,0.949,False,False,7,0.134,-30.569,1,Endymion,70,https://p.scdn.co/mp3-preview/a4d11958e19db6f8d55fceff4c817b9152cae9ab?cid=b48aa986c53946d3b37781455e256dd4,0.079,67.191,4,True,https://api.spotify.com/v1/tracks/3Se2ifaSm69Np4OtyaNNKa,1,audio_features,spotify:track:3Se2ifaSm69Np4OtyaNNKa,0.388
5cpH1u4FeSQg3mZ7dRb1mj,0.993,https://api.spotify.com/v1/audio-analysis/5cpH1u4FeSQg3mZ7dRb1mj,3yLwXiZTWsRCxJ0yHVTWNw,Sub-City Keys,15,0.326,1,175935,0.0038,False,False,SE5ZO1800801,https://api.spotify.com/v1/tracks/5cpH1u4FeSQg3mZ7dRb1mj,5cpH1u4FeSQg3mZ7dRb1mj,0.95,False,False,10,0.127,-30.011,0,Demi Sec,68,https://p.scdn.co/mp3-preview/a2572ac9b55b792c982f2140541fc88c217f7578?cid=b48aa986c53946d3b37781455e256dd4,0.0594,69.853,4,True,https://api.spotify.com/v1/tracks/5cpH1u4FeSQg3mZ7dRb1mj,1,audio_features,spotify:track:5cpH1u4FeSQg3mZ7dRb1mj,0.373
1b8hMNOq787OU4lAchJozZ,0.995,https://api.spotify.com/v1/audio-analysis/1b8hMNOq787OU4lAchJozZ,2VZNmg4vCnew4Pavo8zDdW,Max Richter,16,0.214,1,153101,0.00144,False,False,DEN961502191,https://api.spotify.com/v1/tracks/1b8hMNOq787OU4lAchJozZ,1b8hMNOq787OU4lAchJozZ,0.968,False,False,6,0.0998,-39.869,1,Dream 1 (before the wind blows it all away) - Pt. 1,19,,0.0487,72.046,4,True,https://api.spotify.com/v1/tracks/1b8hMNOq787OU4lAchJozZ,1,audio_features,spotify:track:1b8hMNOq787OU4lAchJozZ,0.0866
75D9esOK7ASfcREQAvbtql,0.944,https://api.spotify.com/v1/audio-analysis/75D9esOK7ASfcREQAvbtql,2YX3ZumDhRfswphqHPGL59,Dream Runner,12,0.0951,1,177214,0.0872,False,False,SE4RG1816901,https://api.spotify.com/v1/tracks/75D9esOK7ASfcREQAvbtql,75D9esOK7ASfcREQAvbtql,0.96,False,False,7,0.0905,-24.168,1,Magica,74,https://p.scdn.co/mp3-preview/67fa30508180442a6685f2d70e6c762dcf574f5f?cid=b48aa986c53946d3b37781455e256dd4,0.0371,87.653,1,True,https://api.spotify.com/v1/tracks/75D9esOK7ASfcREQAvbtql,1,audio_features,spotify:track:75D9esOK7ASfcREQAvbtql,0.0389
6XDyO1ycRcaRfqLgXEDcQZ,0.988,https://api.spotify.com/v1/audio-analysis/6XDyO1ycRcaRfqLgXEDcQZ,5YNgVaI5vgMjBLel7QShBe,LUCHS,24,0.388,1,192850,0.0115,False,False,SE5Q51700310,https://api.spotify.com/v1/tracks/6XDyO1ycRcaRfqLgXEDcQZ,6XDyO1ycRcaRfqLgXEDcQZ,0.838,False,False,10,0.113,-23.758,0,Reverie,41,,0.0479,89.636,4,True,https://api.spotify.com/v1/tracks/6XDyO1ycRcaRfqLgXEDcQZ,1,audio_features,spotify:track:6XDyO1ycRcaRfqLgXEDcQZ,0.0769
2whahz2VQOrE33jKPo5Wee,0.99,https://api.spotify.com/v1/audio-analysis/2whahz2VQOrE33jKPo5Wee,2iPiEjvpiyVOYH7JSRgqfW,MVS,11,0.216,1,178932,0.0926,False,False,SE5IB1800263,https://api.spotify.com/v1/tracks/2whahz2VQOrE33jKPo5Wee,2whahz2VQOrE33jKPo5Wee,0.945,False,False,0,0.114,-23.396,1,Still Now,66,https://p.scdn.co/mp3-preview/b8839227e3e8f6a62cc1c6a9aeb993111034e8af?cid=b48aa986c53946d3b37781455e256dd4,0.0413,99.948,4,True,https://api.spotify.com/v1/tracks/2whahz2VQOrE33jKPo5Wee,1,audio_features,spotify:track:2whahz2VQOrE33jKPo5Wee,0.0678
6LnG3cueIxb0SpZP3AfdUw,0.989,https://api.spotify.com/v1/audio-analysis/6LnG3cueIxb0SpZP3AfdUw,4xahRLuZzobrHSZMsJFtyC,Moon Laika,24,0.279,1,106315,0.00639,False,False,SE5IB1701596,https://api.spotify.com/v1/tracks/6LnG3cueIxb0SpZP3AfdUw,6LnG3cueIxb0SpZP3AfdUw,0.838,False,False,0,0.109,-32.406,1,Triangle,70,https://p.scdn.co/mp3-preview/304346684860bcffad1aea77947e30c969396876?cid=b48aa986c53946d3b37781455e256dd4,0.0383,68.484,3,True,https://api.spotify.com/v1/tracks/6LnG3cueIxb0SpZP3AfdUw,1,audio_features,spotify:track:6LnG3cueIxb0SpZP3AfdUw,0.175
1LQsAMbRfl2644biYjwHhz,0.993,https://api.spotify.com/v1/audio-analysis/1LQsAMbRfl2644biYjwHhz,4k0n9qZSgE1HVExw9b2T9j,Józef Gatysik,19,0.353,1,162448,0.017,False,False,SEXGF16156,https://api.spotify.com/v1/tracks/1LQsAMbRfl2644biYjwHhz,1LQsAMbRfl2644biYjwHhz,0.892,False,False,5,0.108,-27.471,1,Sway,70,https://p.scdn.co/mp3-preview/be886ba48746f511fc960953e80061b09dd5eca4?cid=b48aa986c53946d3b37781455e256dd4,0.0516,101.389,3,True,https://api.spotify.com/v1/tracks/1LQsAMbRfl2644biYjwHhz,1,audio_features,spotify:track:1LQsAMbRfl2644biYjwHhz,0.24
0CQskMydQ8AhtKhJUAolvE,0.993,https://api.spotify.com/v1/audio-analysis/0CQskMydQ8AhtKhJUAolvE,5nJRL0Qfseg7ZJGbT2eVrA,Samuel Lindon,33,0.41,1,117402,0.0199,False,False,SEXGF16147,https://api.spotify.com/v1/tracks/0CQskMydQ8AhtKhJUAolvE,0CQskMydQ8AhtKhJUAolvE,0.949,False,False,0,0.0897,-26.699,1,Tallis One,74,https://p.scdn.co/mp3-preview/2922ffd1a02a413ba64d4d5d7c18690741ddc39e?cid=b48aa986c53946d3b37781455e256dd4,0.0449,107.378,4,True,https://api.spotify.com/v1/tracks/0CQskMydQ8AhtKhJUAolvE,1,audio_features,spotify:track:0CQskMydQ8AhtKhJUAolvE,0.178
1hYEnW3hjGnnvTuEUlAD6h,0.994,https://api.spotify.com/v1/audio-analysis/1hYEnW3hjGnnvTuEUlAD6h,1INwxO8hvbz31PY6iYxH5y,Josie O'Connor,22,0.356,1,174375,0.0199,False,False,SE4RG1600576,https://api.spotify.com/v1/tracks/1hYEnW3hjGnnvTuEUlAD6h,1hYEnW3hjGnnvTuEUlAD6h,0.956,False,False,6,0.155,-26.752,0,Introspective,66,https://p.scdn.co/mp3-preview/c87207266f2d7428a5635b73e3e1468725af9b31?cid=b48aa986c53946d3b37781455e256dd4,0.0645,79.547,4,True,https://api.spotify.com/v1/tracks/1hYEnW3hjGnnvTuEUlAD6h,1,audio_features,spotify:track:1hYEnW3hjGnnvTuEUlAD6h,0.326
2pypBNUUzViaP7Dswi9zpF,0.992,https://api.spotify.com/v1/audio-analysis/2pypBNUUzViaP7Dswi9zpF,6evK56MPQbVzQaWuGcS4Rm,Julius Aston,14,0.268,1,173697,0.0058,False,False,SE5ZO1801001,https://api.spotify.com/v1/tracks/2pypBNUUzViaP7Dswi9zpF,2pypBNUUzViaP7Dswi9zpF,0.929,False,False,10,0.124,-31.607,1,A Clear Mind,70,https://p.scdn.co/mp3-preview/43cec85f8a332c5f96bf80b8f2d1ba9385712e6d?cid=b48aa986c53946d3b37781455e256dd4,0.0466,69.709,3,True,https://api.spotify.com/v1/tracks/2pypBNUUzViaP7Dswi9zpF,1,audio_features,spotify:track:2pypBNUUzViaP7Dswi9zpF,0.126
1nPTaQHgrjKhSGb5ILEV47,0.994,https://api.spotify.com/v1/audio-analysis/1nPTaQHgrjKhSGb5ILEV47,29nLvGubwGVV9I4kF3nldc,Ana Olgica,25,0.412,1,139804,0.00289,False,False,SEXGF16157,https://api.spotify.com/v1/tracks/1nPTaQHgrjKhSGb5ILEV47,1nPTaQHgrjKhSGb5ILEV47,0.937,False,False,2,0.0857,-29.012,1,Atoms,70,https://p.scdn.co/mp3-preview/b6e2de53a9618314cfec4e3c2bec91730dcb994f?cid=b48aa986c53946d3b37781455e256dd4,0.0523,68.711,4,True,https://api.spotify.com/v1/tracks/1nPTaQHgrjKhSGb5ILEV47,1,audio_features,spotify:track:1nPTaQHgrjKhSGb5ILEV47,0.171
3FBk3DcCOC5gkhX50rbHbC,0.991,https://api.spotify.com/v1/audio-analysis/3FBk3DcCOC5gkhX50rbHbC,5mTkTPh9MmJpwEUNV1QuYF,Strange Imagining,13,0.512,1,172457,0.121,False,False,SE5IB1800261,https://api.spotify.com/v1/tracks/3FBk3DcCOC5gkhX50rbHbC,3FBk3DcCOC5gkhX50rbHbC,0.74,False,False,9,0.0726,-19.46,1,Magnetic,67,https://p.scdn.co/mp3-preview/5ddf594da4f606d119a3555f69ac55db1ff9a2de?cid=b48aa986c53946d3b37781455e256dd4,0.0338,69.981,4,True,https://api.spotify.com/v1/tracks/3FBk3DcCOC5gkhX50rbHbC,1,audio_features,spotify:track:3FBk3DcCOC5gkhX50rbHbC,0.298
1e3JUGxqyfe94XBFnWdP11,0.995,https://api.spotify.com/v1/audio-analysis/1e3JUGxqyfe94XBFnWdP11,53y0Ghe3FgBnguwmI68OWT,Bela Nemeth,27,0.456,1,120549,0.024,False,False,SEXGF1710001,https://api.spotify.com/v1/tracks/1e3JUGxqyfe94XBFnWdP11,1e3JUGxqyfe94XBFnWdP11,0.956,False,False,5,0.112,-22.89,1,Talisman Stallion,73,https://p.scdn.co/mp3-preview/ab41e98ba95c3ee49702855c626543de5ef2de57?cid=b48aa986c53946d3b37781455e256dd4,0.0467,135.274,4,True,https://api.spotify.com/v1/tracks/1e3JUGxqyfe94XBFnWdP11,1,audio_features,spotify:track:1e3JUGxqyfe94XBFnWdP11,0.22
7gpL5CorPuYBthvZkPPFGd,0.994,https://api.spotify.com/v1/audio-analysis/7gpL5CorPuYBthvZkPPFGd,6vz9kIJB249V5DbMMH0WZA,Solvekin,19,0.161,1,138798,0.00613,False,False,SE5IB1701666,https://api.spotify.com/v1/tracks/7gpL5CorPuYBthvZkPPFGd,7gpL5CorPuYBthvZkPPFGd,0.846,False,False,0,0.0895,-38.027,1,Glitching,70,https://p.scdn.co/mp3-preview/27bab7a38e1b6a3b913b3d4e37ab79ed2e3a3b72?cid=b48aa986c53946d3b37781455e256dd4,0.039,74.671,1,True,https://api.spotify.com/v1/tracks/7gpL5CorPuYBthvZkPPFGd,1,audio_features,spotify:track:7gpL5CorPuYBthvZkPPFGd,0.0363
504NLPDUBRylbZUUQR97XX,0.991,https://api.spotify.com/v1/audio-analysis/504NLPDUBRylbZUUQR97XX,10Sk8d2pdmvQ7JMZcPQDOU,Sigimund,41,0.248,1,205578,0.0274,False,False,SE5IB1600005,https://api.spotify.com/v1/tracks/504NLPDUBRylbZUUQR97XX,504NLPDUBRylbZUUQR97XX,0.922,False,False,7,0.153,-28.768,0,The Watchtower,73,https://p.scdn.co/mp3-preview/53f733d6d31ef1726f3e1aa6b29cb47c165df4b0?cid=b48aa986c53946d3b37781455e256dd4,0.0333,75.124,1,True,https://api.spotify.com/v1/tracks/504NLPDUBRylbZUUQR97XX,1,audio_features,spotify:track:504NLPDUBRylbZUUQR97XX,0.159
1kbtQzzN5z8KjFZXfOH2H9,0.981,https://api.spotify.com/v1/audio-analysis/1kbtQzzN5z8KjFZXfOH2H9,1yLIaxyVkZnLMXhfRSYEjV,Johannes Bornlöf,17,0.373,1,127200,0.0849,False,False,SE5Q51700209,https://api.spotify.com/v1/tracks/1kbtQzzN5z8KjFZXfOH2H9,1kbtQzzN5z8KjFZXfOH2H9,0.972,False,False,5,0.165,-23.573,1,Crystal Clear,41,,0.0405,74.955,4,True,https://api.spotify.com/v1/tracks/1kbtQzzN5z8KjFZXfOH2H9,2,audio_features,spotify:track:1kbtQzzN5z8KjFZXfOH2H9,0.058
01T3AjynqSMVfiAQCAfrKJ,0.993,https://api.spotify.com/v1/audio-analysis/01T3AjynqSMVfiAQCAfrKJ,4k0n9qZSgE1HVExw9b2T9j,Józef Gatysik,27,0.322,1,160897,0.0121,False,False,SEXGF16161,https://api.spotify.com/v1/tracks/01T3AjynqSMVfiAQCAfrKJ,01T3AjynqSMVfiAQCAfrKJ,0.927,False,False,5,0.127,-31.994,1,Evolutionistically Yours,73,https://p.scdn.co/mp3-preview/833582cb0cb0450554500db5256d140e72738568?cid=b48aa986c53946d3b37781455e256dd4,0.0491,112.464,4,True,https://api.spotify.com/v1/tracks/01T3AjynqSMVfiAQCAfrKJ,1,audio_features,spotify:track:01T3AjynqSMVfiAQCAfrKJ,0.118
3yMTAa0lNBMjF4rwoWRSRp,0.985,https://api.spotify.com/v1/audio-analysis/3yMTAa0lNBMjF4rwoWRSRp,49NVyHkz10zkYIKwRHR7m6,Jonatan Mollberg,11,0.281,1,175662,0.06,False,False,SE5Q51700188,https://api.spotify.com/v1/tracks/3yMTAa0lNBMjF4rwoWRSRp,3yMTAa0lNBMjF4rwoWRSRp,0.986,False,False,7,0.0849,-18.561,0,Dealings,39,,0.0415,81.566,4,True,https://api.spotify.com/v1/tracks/3yMTAa0lNBMjF4rwoWRSRp,2,audio_features,spotify:track:3yMTAa0lNBMjF4rwoWRSRp,0.0618
4TxfZzrq0dH2Wmfl4dAjN9,0.957,https://api.spotify.com/v1/audio-analysis/4TxfZzrq0dH2Wmfl4dAjN9,7eHcKVhaxOOTKJFZuu3x1h,Enno Aare,39,0.35,1,220385,0.0256,False,False,,https://api.spotify.com/v1/tracks/4TxfZzrq0dH2Wmfl4dAjN9,4TxfZzrq0dH2Wmfl4dAjN9,0.88,False,False,2,0.106,-22.589,1,Ella's Lullaby,71,https://p.scdn.co/mp3-preview/ec3b1534e56567f5924ca63c98d73871a3595541?cid=b48aa986c53946d3b37781455e256dd4,0.0334,77.664,4,True,https://api.spotify.com/v1/tracks/4TxfZzrq0dH2Wmfl4dAjN9,1,audio_features,spotify:track:4TxfZzrq0dH2Wmfl4dAjN9,0.071
7jSQaXLzpLHjSQTev2krvT,0.978,https://api.spotify.com/v1/audio-analysis/7jSQaXLzpLHjSQTev2krvT,1csBgT42N4pPPs1HJhxXIK,Thomas Newman,33,0.197,1,76133,0.0364,False,False,USWD10320945,https://api.spotify.com/v1/tracks/7jSQaXLzpLHjSQTev2krvT,7jSQaXLzpLHjSQTev2krvT,0.975,False,False,5,0.102,-27.405,1,Nemo Egg (Main Title),66,https://p.scdn.co/mp3-preview/42cb69658c335a41c7351f30dd13691c8746c36a?cid=b48aa986c53946d3b37781455e256dd4,0.0455,82.966,3,True,https://api.spotify.com/v1/tracks/7jSQaXLzpLHjSQTev2krvT,3,audio_features,spotify:track:7jSQaXLzpLHjSQTev2krvT,0.0581
1F7vUCER63VfNzvZKTi2pn,0.948,https://api.spotify.com/v1/audio-analysis/1F7vUCER63VfNzvZKTi2pn,1FTBjo6ovfmw3HWkD8sZTs,Brian McBride,22,0.14,1,398120,0.031,False,False,USI4R0504154,https://api.spotify.com/v1/tracks/1F7vUCER63VfNzvZKTi2pn,1F7vUCER63VfNzvZKTi2pn,0.92,False,False,7,0.11,-28.007,1,Overture (For Other Halfs),70,https://p.scdn.co/mp3-preview/3fbb580c6910e548bd120ef6ca0bdeee3ae5c4b6?cid=b48aa986c53946d3b37781455e256dd4,0.0457,140.076,4,True,https://api.spotify.com/v1/tracks/1F7vUCER63VfNzvZKTi2pn,1,audio_features,spotify:track:1F7vUCER63VfNzvZKTi2pn,0.0351
2FcAtBp8X5Du0uumXpCYGD,0.574,https://api.spotify.com/v1/audio-analysis/2FcAtBp8X5Du0uumXpCYGD,34hmgPKKRJX6fvkosRxDO7,August Wilhelmsson,13,0.17,1,120000,0.268,False,False,SE5Q51700728,https://api.spotify.com/v1/tracks/2FcAtBp8X5Du0uumXpCYGD,2FcAtBp8X5Du0uumXpCYGD,0.861,False,False,0,0.134,-17.808,1,"Floating, Floating",43,,0.0345,135.68,5,True,https://api.spotify.com/v1/tracks/2FcAtBp8X5Du0uumXpCYGD,5,audio_features,spotify:track:2FcAtBp8X5Du0uumXpCYGD,0.0398
6gp6sejiJXYU1i6xHPf8hh,0.995,https://api.spotify.com/v1/audio-analysis/6gp6sejiJXYU1i6xHPf8hh,53y0Ghe3FgBnguwmI68OWT,Bela Nemeth,27,0.253,1,154663,0.00611,False,False,SEXGF16160,https://api.spotify.com/v1/tracks/6gp6sejiJXYU1i6xHPf8hh,6gp6sejiJXYU1i6xHPf8hh,0.959,False,False,4,0.0861,-29.25,1,This Moment,72,https://p.scdn.co/mp3-preview/2e0189ae55602f4310b2721a5b2fe6a1a6ffe4d8?cid=b48aa986c53946d3b37781455e256dd4,0.0489,81.02,4,True,https://api.spotify.com/v1/tracks/6gp6sejiJXYU1i6xHPf8hh,1,audio_features,spotify:track:6gp6sejiJXYU1i6xHPf8hh,0.309
557iYakWWJQeKbJS3UYMxG,0.878,https://api.spotify.com/v1/audio-analysis/557iYakWWJQeKbJS3UYMxG,5YNgVaI5vgMjBLel7QShBe,LUCHS,19,0.372,1,138575,0.233,False,False,SE5Q51700284,https://api.spotify.com/v1/tracks/557iYakWWJQeKbJS3UYMxG,557iYakWWJQeKbJS3UYMxG,0.833,False,False,10,0.0874,-20.704,1,Red Gold Yesterday,42,,0.0352,96.086,3,True,https://api.spotify.com/v1/tracks/557iYakWWJQeKbJS3UYMxG,3,audio_features,spotify:track:557iYakWWJQeKbJS3UYMxG,0.171
3SsXxuvEu20CnDg7LUNFDY,0.994,https://api.spotify.com/v1/audio-analysis/3SsXxuvEu20CnDg7LUNFDY,0Dc8oO0rYX3DgirVK88dcl,Otto Totland,11,0.333,1,155880,0.0634,False,False,DEX261381904,https://api.spotify.com/v1/tracks/3SsXxuvEu20CnDg7LUNFDY,3SsXxuvEu20CnDg7LUNFDY,0.927,False,False,3,0.136,-26.645,0,Solêr,66,https://p.scdn.co/mp3-preview/05de43130c6b745f6374ec3f5edcd3c2ee787998?cid=b48aa986c53946d3b37781455e256dd4,0.0516,168.232,4,True,https://api.spotify.com/v1/tracks/3SsXxuvEu20CnDg7LUNFDY,4,audio_features,spotify:track:3SsXxuvEu20CnDg7LUNFDY,0.45
4WKJm0usdFOUQH5Y574WtZ,0.995,https://api.spotify.com/v1/audio-analysis/4WKJm0usdFOUQH5Y574WtZ,6K4NQdivqL83RqY2e3wW0Z,Relajar,15,0.386,1,198710,0.0156,False,False,SE5IB1600012,https://api.spotify.com/v1/tracks/4WKJm0usdFOUQH5Y574WtZ,4WKJm0usdFOUQH5Y574WtZ,0.963,False,False,11,0.119,-24.846,1,La Lluvia,65,https://p.scdn.co/mp3-preview/869738240b7f92bf0365f1cfe4466167f898bdfd?cid=b48aa986c53946d3b37781455e256dd4,0.0463,75.982,4,True,https://api.spotify.com/v1/tracks/4WKJm0usdFOUQH5Y574WtZ,1,audio_features,spotify:track:4WKJm0usdFOUQH5Y574WtZ,0.0597
5jxBweBbPFg53Ozudm6HrC,0.994,https://api.spotify.com/v1/audio-analysis/5jxBweBbPFg53Ozudm6HrC,2AiqANCe9znkfFsN5qIOyV,Aaron Lansing,27,0.429,1,111803,0.0107,False,False,SEXGF16162,https://api.spotify.com/v1/tracks/5jxBweBbPFg53Ozudm6HrC,5jxBweBbPFg53Ozudm6HrC,0.967,False,False,9,0.136,-33.377,0,Faded Dreams,72,https://p.scdn.co/mp3-preview/116c0a3ebff9daa1c3e4ec485107779c468e2a50?cid=b48aa986c53946d3b37781455e256dd4,0.074,116.059,4,True,https://api.spotify.com/v1/tracks/5jxBweBbPFg53Ozudm6HrC,1,audio_features,spotify:track:5jxBweBbPFg53Ozudm6HrC,0.142
7gi7v5tKoJ1R7yunvDeU5F,0.98,https://api.spotify.com/v1/audio-analysis/7gi7v5tKoJ1R7yunvDeU5F,2irB8SXzuA2u0rBten7TnK,Christopher Varela,13,0.085,1,112843,0.137,False,False,SE5IB1702267,https://api.spotify.com/v1/tracks/7gi7v5tKoJ1R7yunvDeU5F,7gi7v5tKoJ1R7yunvDeU5F,0.951,False,False,2,0.109,-15.559,1,Deep Forest - Cello Version,65,https://p.scdn.co/mp3-preview/6324ff36dd48ba38ebaa51cf39d248ff77861164?cid=b48aa986c53946d3b37781455e256dd4,0.0435,167.408,4,True,https://api.spotify.com/v1/tracks/7gi7v5tKoJ1R7yunvDeU5F,1,audio_features,spotify:track:7gi7v5tKoJ1R7yunvDeU5F,0.0592
5G9rra29bm2HtXcyDtRf1y,0.994,https://api.spotify.com/v1/audio-analysis/5G9rra29bm2HtXcyDtRf1y,0R5BzePlbvG8xTXw0QF3uw,Goldmund,17,0.202,1,220187,0.00259,False,False,DEX260803903,https://api.spotify.com/v1/tracks/5G9rra29bm2HtXcyDtRf1y,5G9rra29bm2HtXcyDtRf1y,0.952,False,False,6,0.12,-37.124,1,Finding It There,65,https://p.scdn.co/mp3-preview/e798b2759cbf0c51fd3cf6a975b7f0d0e15e28f7?cid=b48aa986c53946d3b37781455e256dd4,0.0425,120.734,5,True,https://api.spotify.com/v1/tracks/5G9rra29bm2HtXcyDtRf1y,3,audio_features,spotify:track:5G9rra29bm2HtXcyDtRf1y,0.0364
2jhrGvTh7nalekgaCk4gTP,0.993,https://api.spotify.com/v1/audio-analysis/2jhrGvTh7nalekgaCk4gTP,2ErQOxV30K78vn1Keuop5S,La Reve,12,0.199,1,175682,0.0159,False,False,SE5IB1702119,https://api.spotify.com/v1/tracks/2jhrGvTh7nalekgaCk4gTP,2jhrGvTh7nalekgaCk4gTP,0.962,False,False,5,0.11,-28.047,0,Wings of Glass,65,https://p.scdn.co/mp3-preview/3f4e36a1e17195e5483068ac7bb65124bef2e655?cid=b48aa986c53946d3b37781455e256dd4,0.0421,69.841,3,True,https://api.spotify.com/v1/tracks/2jhrGvTh7nalekgaCk4gTP,1,audio_features,spotify:track:2jhrGvTh7nalekgaCk4gTP,0.0375
2XEDcR9jHaHJD97TdjjNpF,0.972,https://api.spotify.com/v1/audio-analysis/2XEDcR9jHaHJD97TdjjNpF,4LPhXlMmFzBwyQVOCHtQAK,Lights From A Distance,13,0.188,1,167747,0.0279,False,False,SE5IB1701679,https://api.spotify.com/v1/tracks/2XEDcR9jHaHJD97TdjjNpF,2XEDcR9jHaHJD97TdjjNpF,0.949,False,False,3,0.114,-26.587,0,Dawning,66,https://p.scdn.co/mp3-preview/3c852ff0729647f1a624c8d4ecc374245d607703?cid=b48aa986c53946d3b37781455e256dd4,0.0394,74.142,4,True,https://api.spotify.com/v1/tracks/2XEDcR9jHaHJD97TdjjNpF,1,audio_features,spotify:track:2XEDcR9jHaHJD97TdjjNpF,0.0604
7Jd0MqZq15T4pDWts2G6Yl,0.987,https://api.spotify.com/v1/audio-analysis/7Jd0MqZq15T4pDWts2G6Yl,"7MSUfLeTdDEoZiJPDSBXgi, 7yxi31szvlbwvKq9dYOmFI, 6g4q7DPLaVqWGnfMpAb2Yd","Brian Eno, Jon Hopkins, Leo Abrahams",25,0.324,1,132307,0.0379,False,False,GBBPW1000221,https://api.spotify.com/v1/tracks/7Jd0MqZq15T4pDWts2G6Yl,7Jd0MqZq15T4pDWts2G6Yl,0.907,False,False,11,0.0756,-25.247,1,Emerald and Stone,65,https://p.scdn.co/mp3-preview/7b05ef830003b41b37169db0d5d8663ccad92dc8?cid=b48aa986c53946d3b37781455e256dd4,0.0554,120.169,4,True,https://api.spotify.com/v1/tracks/7Jd0MqZq15T4pDWts2G6Yl,13,audio_features,spotify:track:7Jd0MqZq15T4pDWts2G6Yl,0.0383
2MZSXhq4XDJWu6coGoXX1V,0.996,https://api.spotify.com/v1/audio-analysis/2MZSXhq4XDJWu6coGoXX1V,6kBDZFXuLrZgHnvmPu9NsG,Aphex Twin,29,0.558,1,125520,0.0259,False,False,GBBPW0100148,https://api.spotify.com/v1/tracks/2MZSXhq4XDJWu6coGoXX1V,2MZSXhq4XDJWu6coGoXX1V,0.871,False,False,8,0.0969,-30.016,1,Avril 14th,71,https://p.scdn.co/mp3-preview/8b0ffffe73ff5ba8bc187516b468777969d7a843?cid=b48aa986c53946d3b37781455e256dd4,0.0458,157.811,4,True,https://api.spotify.com/v1/tracks/2MZSXhq4XDJWu6coGoXX1V,9,audio_features,spotify:track:2MZSXhq4XDJWu6coGoXX1V,0.37
