song.id,acousticness,analysis_url,artist.id,artist.name,isBanger,banger_occurances,danceability,disc_number,duration_ms,energy,episode,explicit,external_ids.isrc,href,id,instrumentalness,is_local,key,liveness,loudness,mode,name,popularity,preview_url,speechiness,tempo,time_signature,track,track_href,track_number,type,uri,valence
4LTOzL6JsnQBifmpsbo9a5,0.359,https://api.spotify.com/v1/audio-analysis/4LTOzL6JsnQBifmpsbo9a5,4kYGAK2zu9EAomwj3hXkXy,JP Cooper,False,12,0.41,1,212153,0.428,False,False,GBUM71605274,https://api.spotify.com/v1/tracks/4LTOzL6JsnQBifmpsbo9a5,4LTOzL6JsnQBifmpsbo9a5,0,False,0,0.138,-7.927,0,September Song - Guitar Acoustic,19,,0.0329,88.361,4,True,https://api.spotify.com/v1/tracks/4LTOzL6JsnQBifmpsbo9a5,1,audio_features,spotify:track:4LTOzL6JsnQBifmpsbo9a5,0.526
7Fg342AJtNsIDdwCfX0paC,0.239,https://api.spotify.com/v1/audio-analysis/7Fg342AJtNsIDdwCfX0paC,5ZsFI1h6hIdQRw2ti0hz81,ZAYN,False,20,0.46,1,185703,0.567,False,False,USRC11800871,https://api.spotify.com/v1/tracks/7Fg342AJtNsIDdwCfX0paC,7Fg342AJtNsIDdwCfX0paC,6.04e-06,False,9,0.0934,-5.637,1,Let Me,50,,0.0515,168.419,4,True,https://api.spotify.com/v1/tracks/7Fg342AJtNsIDdwCfX0paC,1,audio_features,spotify:track:7Fg342AJtNsIDdwCfX0paC,0.189
79jX8RM5CgPqDKdGEKNW9K,0.0524,https://api.spotify.com/v1/audio-analysis/79jX8RM5CgPqDKdGEKNW9K,7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,False,33,0.628,1,211600,0.715,False,False,USUM71803183,https://api.spotify.com/v1/tracks/79jX8RM5CgPqDKdGEKNW9K,79jX8RM5CgPqDKdGEKNW9K,0,False,5,0.119,-7.097,1,In My Blood,32,,0.0541,139.991,4,True,https://api.spotify.com/v1/tracks/79jX8RM5CgPqDKdGEKNW9K,1,audio_features,spotify:track:79jX8RM5CgPqDKdGEKNW9K,0.429
4B1rpPmQXwj78wk6aIGwwU,0.234,https://api.spotify.com/v1/audio-analysis/4B1rpPmQXwj78wk6aIGwwU,6KImCVD70vtIoJWnq6nGn3,Harry Styles,False,20,0.386,1,229813,0.407,False,False,USSM11703955,https://api.spotify.com/v1/tracks/4B1rpPmQXwj78wk6aIGwwU,4B1rpPmQXwj78wk6aIGwwU,1.86e-06,False,6,0.0999,-7.095,0,Two Ghosts,72,https://p.scdn.co/mp3-preview/6c346013bbf3634e46456b4abace863b2bc402c3?cid=b48aa986c53946d3b37781455e256dd4,0.0268,69.387,4,True,https://api.spotify.com/v1/tracks/4B1rpPmQXwj78wk6aIGwwU,4,audio_features,spotify:track:4B1rpPmQXwj78wk6aIGwwU,0.456
51NFxnQvaosfDDutk0tams,0.46,https://api.spotify.com/v1/audio-analysis/51NFxnQvaosfDDutk0tams,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,False,29,0.695,1,179172,0.573,False,False,USUM71615103,https://api.spotify.com/v1/tracks/51NFxnQvaosfDDutk0tams,51NFxnQvaosfDDutk0tams,0.0734,False,4,0.482,-8.597,0,bellyache,87,https://p.scdn.co/mp3-preview/0072db53fb276effff139d588f0cb6412f60ba9a?cid=b48aa986c53946d3b37781455e256dd4,0.106,99.939,4,True,https://api.spotify.com/v1/tracks/51NFxnQvaosfDDutk0tams,1,audio_features,spotify:track:51NFxnQvaosfDDutk0tams,0.408
3DlyHvU6blSBCJqzlJlVFK,0.00135,https://api.spotify.com/v1/audio-analysis/3DlyHvU6blSBCJqzlJlVFK,53A0W3U0s8diEn9RhXQhVz,Keane,False,12,0.501,1,216520,0.76,False,False,GBAAN0400092,https://api.spotify.com/v1/tracks/3DlyHvU6blSBCJqzlJlVFK,3DlyHvU6blSBCJqzlJlVFK,0.000458,False,0,0.0854,-6.095,1,Everybody's Changing,56,https://p.scdn.co/mp3-preview/213782592517f3a141aa3620bfe1a75edaf80870?cid=b48aa986c53946d3b37781455e256dd4,0.0295,94.03,4,True,https://api.spotify.com/v1/tracks/3DlyHvU6blSBCJqzlJlVFK,4,audio_features,spotify:track:3DlyHvU6blSBCJqzlJlVFK,0.476
4BiiOzZCrXEzHRLYcYFiD5,0.488,https://api.spotify.com/v1/audio-analysis/4BiiOzZCrXEzHRLYcYFiD5,"69GGBxA162lTqCwzJG5jLp, 3XC57xz74X3xUi1hv4mge1","The Chainsmokers, Winona Oak",False,17,0.773,1,180120,0.699,False,False,USQX91803485,https://api.spotify.com/v1/tracks/4BiiOzZCrXEzHRLYcYFiD5,4BiiOzZCrXEzHRLYcYFiD5,3.6e-06,False,1,0.0814,-5.982,0,Hope,87,https://p.scdn.co/mp3-preview/746135186e339c276d9f00f310286ce210782347?cid=b48aa986c53946d3b37781455e256dd4,0.0958,104.941,4,True,https://api.spotify.com/v1/tracks/4BiiOzZCrXEzHRLYcYFiD5,3,audio_features,spotify:track:4BiiOzZCrXEzHRLYcYFiD5,0.513
63SevszngYpZOwf63o61K4,0.156,https://api.spotify.com/v1/audio-analysis/63SevszngYpZOwf63o61K4,3EOEK57CV77D4ovYVcmiyt,Dennis Lloyd,False,62,0.592,1,156600,0.691,False,False,USHM91642610,https://api.spotify.com/v1/tracks/63SevszngYpZOwf63o61K4,63SevszngYpZOwf63o61K4,9.78e-06,False,3,0.418,-8.354,1,Nevermind,85,https://p.scdn.co/mp3-preview/3ed2e2ed433fdc05df0a4f30607bd4b0760658df?cid=b48aa986c53946d3b37781455e256dd4,0.196,99.976,4,True,https://api.spotify.com/v1/tracks/63SevszngYpZOwf63o61K4,1,audio_features,spotify:track:63SevszngYpZOwf63o61K4,0.0796
0lsRatBUs9HNIZAmoGABzk,0.488,https://api.spotify.com/v1/audio-analysis/0lsRatBUs9HNIZAmoGABzk,3KwmxIhSe9UTSEF37kwngR,SHAED,False,12,0.689,1,184060,0.412,False,False,QZ47A1800201,https://api.spotify.com/v1/tracks/0lsRatBUs9HNIZAmoGABzk,0lsRatBUs9HNIZAmoGABzk,0.00016,False,7,0.0659,-7.523,0,Trampoline,81,https://p.scdn.co/mp3-preview/b8c853363537c9d3ac44173a54e00e75bf1ce93e?cid=b48aa986c53946d3b37781455e256dd4,0.0301,126.754,4,True,https://api.spotify.com/v1/tracks/0lsRatBUs9HNIZAmoGABzk,2,audio_features,spotify:track:0lsRatBUs9HNIZAmoGABzk,0.537
5icOoE6VgqFKohjWWNp0Ac,0.0623,https://api.spotify.com/v1/audio-analysis/5icOoE6VgqFKohjWWNp0Ac,"64KEffDW9EtZ1y2vBYgq8T, 3CjlHNtplJyTf9npxaPl5w","Marshmello, CHVRCHES",False,11,0.791,1,156347,0.565,False,False,USUG11900610,https://api.spotify.com/v1/tracks/5icOoE6VgqFKohjWWNp0Ac,5icOoE6VgqFKohjWWNp0Ac,0,False,5,0.156,-3.933,0,Here With Me,90,https://p.scdn.co/mp3-preview/9fbeaa5db69e171ed646374d1da92bdde74044ad?cid=b48aa986c53946d3b37781455e256dd4,0.0439,99.961,4,True,https://api.spotify.com/v1/tracks/5icOoE6VgqFKohjWWNp0Ac,1,audio_features,spotify:track:5icOoE6VgqFKohjWWNp0Ac,0.181
5JEx7HbmvHQQswJCsoo9rA,0.0969,https://api.spotify.com/v1/audio-analysis/5JEx7HbmvHQQswJCsoo9rA,"0X2BH1fck6amBIoJhDVmmJ, 5fMUXHkw8R8eOP2RNVYEZX, 1zNqQNIdeOUZHb8zbZRFMX","Ellie Goulding, Diplo, Swae Lee",False,19,0.574,1,182623,0.758,False,True,GBUM71805350,https://api.spotify.com/v1/tracks/5JEx7HbmvHQQswJCsoo9rA,5JEx7HbmvHQQswJCsoo9rA,0,False,1,0.395,-5.029,0,Close To Me (with Diplo) (feat. Swae Lee),92,https://p.scdn.co/mp3-preview/0cb8712805db0cd323f7c0c713dac6888952f6a5?cid=b48aa986c53946d3b37781455e256dd4,0.0621,144.111,4,True,https://api.spotify.com/v1/tracks/5JEx7HbmvHQQswJCsoo9rA,1,audio_features,spotify:track:5JEx7HbmvHQQswJCsoo9rA,0.492
3nc420PXjTdBV5TN0gCFkS,0.584,https://api.spotify.com/v1/audio-analysis/3nc420PXjTdBV5TN0gCFkS,"60d24wfXkVzDSfLS6hyCjZ, 6LuN9FCkKOj5PcnpouEgny","Martin Garrix, Khalid",False,58,0.506,1,216420,0.693,False,False,NLM5S1800214,https://api.spotify.com/v1/tracks/3nc420PXjTdBV5TN0gCFkS,3nc420PXjTdBV5TN0gCFkS,9.58e-05,False,0,0.0891,-7.265,0,Ocean (feat. Khalid),84,https://p.scdn.co/mp3-preview/5ce5ed5600e96f1604aff6b05c0dc35319023a1c?cid=b48aa986c53946d3b37781455e256dd4,0.0412,139.912,4,True,https://api.spotify.com/v1/tracks/3nc420PXjTdBV5TN0gCFkS,1,audio_features,spotify:track:3nc420PXjTdBV5TN0gCFkS,0.221
0d2iYfpKoM0QCKvcLCkBao,0.555,https://api.spotify.com/v1/audio-analysis/0d2iYfpKoM0QCKvcLCkBao,"5CiGnKThu5ctn9pBxv7DGa, 26VFTg2z8YR0cCuwLzESi2, 6LuN9FCkKOj5PcnpouEgny","benny blanco, Halsey, Khalid",False,79,0.56,1,173800,0.68,False,False,USUM71809132,https://api.spotify.com/v1/tracks/0d2iYfpKoM0QCKvcLCkBao,0d2iYfpKoM0QCKvcLCkBao,0,False,6,0.116,-7.648,0,Eastside (with Halsey & Khalid),91,https://p.scdn.co/mp3-preview/a6da747d6c1b8e0955493faae2e6721b4a389d36?cid=b48aa986c53946d3b37781455e256dd4,0.321,89.391,4,True,https://api.spotify.com/v1/tracks/0d2iYfpKoM0QCKvcLCkBao,1,audio_features,spotify:track:0d2iYfpKoM0QCKvcLCkBao,0.319
4keoy2fqgwGnbWlm3ZVZFa,0.579,https://api.spotify.com/v1/audio-analysis/4keoy2fqgwGnbWlm3ZVZFa,"2qxJFvFYMEDqd7ui6kSAcq, 67MNhiAICFY6Pwc2YxCO0K","Zedd, Elley Duhé",False,20,0.503,1,207030,0.741,False,False,USUM71808663,https://api.spotify.com/v1/tracks/4keoy2fqgwGnbWlm3ZVZFa,4keoy2fqgwGnbWlm3ZVZFa,1.49e-06,False,4,0.0712,-5.128,1,Happy Now,85,https://p.scdn.co/mp3-preview/926889ba1fb39958d12d6fe7ef3d555124a2afbc?cid=b48aa986c53946d3b37781455e256dd4,0.047,88.335,3,True,https://api.spotify.com/v1/tracks/4keoy2fqgwGnbWlm3ZVZFa,1,audio_features,spotify:track:4keoy2fqgwGnbWlm3ZVZFa,0.458
5a8RPWgKSmcGBGcffmIrUi,0.0085,https://api.spotify.com/v1/audio-analysis/5a8RPWgKSmcGBGcffmIrUi,"5WUlDfRSoLAfcVSX1WnrxN, 5fMUXHkw8R8eOP2RNVYEZX, 2feDdbD5araYcm6JhFHHw7, 6IZ4ctovY9dl7bgHClAvKJ","Sia, Diplo, Labrinth, LSD",False,23,0.691,1,187027,0.716,False,False,USQX91801532,https://api.spotify.com/v1/tracks/5a8RPWgKSmcGBGcffmIrUi,5a8RPWgKSmcGBGcffmIrUi,9.06e-06,False,7,0.263,-5.985,1,Thunderclouds,44,,0.0351,112.035,4,True,https://api.spotify.com/v1/tracks/5a8RPWgKSmcGBGcffmIrUi,1,audio_features,spotify:track:5a8RPWgKSmcGBGcffmIrUi,0.507
7COXchtUOMd6uIT6HvmRaI,0.176,https://api.spotify.com/v1/audio-analysis/7COXchtUOMd6uIT6HvmRaI,"5JZ7CnR6gTvEMKX4g70Amv, 3WGpXCj9YhhfX11TToZcXP","Lauv, Troye Sivan",False,43,0.599,1,162583,0.733,False,False,GBKPL1933763,https://api.spotify.com/v1/tracks/7COXchtUOMd6uIT6HvmRaI,7COXchtUOMd6uIT6HvmRaI,0,False,11,0.242,-7.058,1,i'm so tired...,95,https://p.scdn.co/mp3-preview/c066ee13f04cb53b3b5033079f06200a44b18cf1?cid=b48aa986c53946d3b37781455e256dd4,0.203,102.211,4,True,https://api.spotify.com/v1/tracks/7COXchtUOMd6uIT6HvmRaI,1,audio_features,spotify:track:7COXchtUOMd6uIT6HvmRaI,0.534
0jZO7p0nBUi9VHedWUBS9l,0.962,https://api.spotify.com/v1/audio-analysis/0jZO7p0nBUi9VHedWUBS9l,"6ltzsmQQbmdoHHbLZ4ZN25, 1r1uxoy19fzMxunt3ONAkG","Lord Huron, Phoebe Bridgers",False,16,0.424,1,208173,0.437,False,False,US53Q1200148,https://api.spotify.com/v1/tracks/0jZO7p0nBUi9VHedWUBS9l,0jZO7p0nBUi9VHedWUBS9l,0.336,False,2,0.664,-8.588,1,The Night We Met (feat. Phoebe Bridgers),74,https://p.scdn.co/mp3-preview/d199c68a581c8875cb59c15878ea610320ac96d4?cid=b48aa986c53946d3b37781455e256dd4,0.0355,174.127,3,True,https://api.spotify.com/v1/tracks/0jZO7p0nBUi9VHedWUBS9l,5,audio_features,spotify:track:0jZO7p0nBUi9VHedWUBS9l,0.131
1fYouLdK3PkOMPnx4CPxTY,0.86,https://api.spotify.com/v1/audio-analysis/1fYouLdK3PkOMPnx4CPxTY,6DoH7ywD5BcQvjloe9OcIj,Ray LaMontagne,False,20,0.522,1,296387,0.256,False,False,USRC11800249,https://api.spotify.com/v1/tracks/1fYouLdK3PkOMPnx4CPxTY,1fYouLdK3PkOMPnx4CPxTY,0.000825,False,10,0.142,-11.216,1,Such A Simple Thing,72,https://p.scdn.co/mp3-preview/3e973fc6390960d0dafd0bd580f8ce360cfa7fbf?cid=b48aa986c53946d3b37781455e256dd4,0.0258,76.35,4,True,https://api.spotify.com/v1/tracks/1fYouLdK3PkOMPnx4CPxTY,1,audio_features,spotify:track:1fYouLdK3PkOMPnx4CPxTY,0.13
4d4OJTq2Yl7TyiuGMLxa1h,0.662,https://api.spotify.com/v1/audio-analysis/4d4OJTq2Yl7TyiuGMLxa1h,3ccVtqcqedranb7y8eywJ5,Blanco White,False,15,0.572,1,247373,0.409,False,False,UK4GH1800028,https://api.spotify.com/v1/tracks/4d4OJTq2Yl7TyiuGMLxa1h,4d4OJTq2Yl7TyiuGMLxa1h,0.296,False,3,0.125,-11.384,1,Olalla,74,https://p.scdn.co/mp3-preview/abc10b3eb7d0286cb08486d2be06f806d659c6c7?cid=b48aa986c53946d3b37781455e256dd4,0.0377,129.983,4,True,https://api.spotify.com/v1/tracks/4d4OJTq2Yl7TyiuGMLxa1h,1,audio_features,spotify:track:4d4OJTq2Yl7TyiuGMLxa1h,0.351
1HNywa8Bk0TmzRwQrzhtPo,0.615,https://api.spotify.com/v1/audio-analysis/1HNywa8Bk0TmzRwQrzhtPo,0hEurMDQu99nJRq8pTxO14,John Mayer,False,14,0.556,1,285480,0.528,False,False,USSM11900959,https://api.spotify.com/v1/tracks/1HNywa8Bk0TmzRwQrzhtPo,1HNywa8Bk0TmzRwQrzhtPo,0.0964,False,4,0.122,-8.033,1,I Guess I Just Feel Like,81,https://p.scdn.co/mp3-preview/62e7f2981c16230915de46596ff08a27a9bc8e1b?cid=b48aa986c53946d3b37781455e256dd4,0.0266,159.821,4,True,https://api.spotify.com/v1/tracks/1HNywa8Bk0TmzRwQrzhtPo,1,audio_features,spotify:track:1HNywa8Bk0TmzRwQrzhtPo,0.163
3BxzQaXrfoWo1lYLZjJqyD,0.963,https://api.spotify.com/v1/audio-analysis/3BxzQaXrfoWo1lYLZjJqyD,4GNC7GD6oZMSxPGyXy4MNB,Lewis Capaldi,False,14,0.572,1,218492,0.319,False,False,GBKPL1778698,https://api.spotify.com/v1/tracks/3BxzQaXrfoWo1lYLZjJqyD,3BxzQaXrfoWo1lYLZjJqyD,0,False,4,0.161,-6.206,1,Bruises,24,,0.0685,110.922,4,True,https://api.spotify.com/v1/tracks/3BxzQaXrfoWo1lYLZjJqyD,1,audio_features,spotify:track:3BxzQaXrfoWo1lYLZjJqyD,0.359
6Fha6tXHkL3r9m9nNqQG8p,0.312,https://api.spotify.com/v1/audio-analysis/6Fha6tXHkL3r9m9nNqQG8p,10exVja0key0uqUkk6LJRT,Vance Joy,False,34,0.388,1,230507,0.66,False,False,USAT21402869,https://api.spotify.com/v1/tracks/6Fha6tXHkL3r9m9nNqQG8p,6Fha6tXHkL3r9m9nNqQG8p,0.000307,False,11,0.0943,-7.372,1,Georgia,69,,0.0308,143.554,4,True,https://api.spotify.com/v1/tracks/6Fha6tXHkL3r9m9nNqQG8p,8,audio_features,spotify:track:6Fha6tXHkL3r9m9nNqQG8p,0.401
5esPpmrM2AsyDVgOKzWQwU,0.229,https://api.spotify.com/v1/audio-analysis/5esPpmrM2AsyDVgOKzWQwU,3qnGvpP8Yth1AqSBMqON5x,Leon Bridges,False,12,0.58,1,240600,0.687,False,False,USSM11800493,https://api.spotify.com/v1/tracks/5esPpmrM2AsyDVgOKzWQwU,5esPpmrM2AsyDVgOKzWQwU,0,False,6,0.109,-5.4,1,Beyond,75,https://p.scdn.co/mp3-preview/c2ec433b724bbd36f0761809d78ec46fc272da55?cid=b48aa986c53946d3b37781455e256dd4,0.106,76.014,4,True,https://api.spotify.com/v1/tracks/5esPpmrM2AsyDVgOKzWQwU,1,audio_features,spotify:track:5esPpmrM2AsyDVgOKzWQwU,0.187
1vG6jMgSoqT3zG9tuDrL2E,0.211,https://api.spotify.com/v1/audio-analysis/1vG6jMgSoqT3zG9tuDrL2E,1OVaGC0CDZaxjcPxclSNmp,Tall Heights,False,13,0.426,1,222293,0.662,False,False,USQX91601335,https://api.spotify.com/v1/tracks/1vG6jMgSoqT3zG9tuDrL2E,1vG6jMgSoqT3zG9tuDrL2E,0.00652,False,11,0.176,-6.158,1,Spirit Cold,68,https://p.scdn.co/mp3-preview/b8470d1a377c18d7f6f068184cf25b9603b24c18?cid=b48aa986c53946d3b37781455e256dd4,0.0319,78.247,4,True,https://api.spotify.com/v1/tracks/1vG6jMgSoqT3zG9tuDrL2E,2,audio_features,spotify:track:1vG6jMgSoqT3zG9tuDrL2E,0.359
6H9Bc39zoXOUhzl5QJb3KQ,0.853,https://api.spotify.com/v1/audio-analysis/6H9Bc39zoXOUhzl5QJb3KQ,6AyATGg7mDgBlZ4N5uNog0,SYML,False,19,0.598,1,202107,0.343,False,False,CAN111700009,https://api.spotify.com/v1/tracks/6H9Bc39zoXOUhzl5QJb3KQ,6H9Bc39zoXOUhzl5QJb3KQ,0.0219,False,0,0.123,-11.04,0,Where's My Love,72,https://p.scdn.co/mp3-preview/f4854a02a7b97c7618aaadb4f827f3787c7d374a?cid=b48aa986c53946d3b37781455e256dd4,0.025,103.984,4,True,https://api.spotify.com/v1/tracks/6H9Bc39zoXOUhzl5QJb3KQ,1,audio_features,spotify:track:6H9Bc39zoXOUhzl5QJb3KQ,0.419
2Sqv9Ne6ibOZsKxY7o0t6t,0.845,https://api.spotify.com/v1/audio-analysis/2Sqv9Ne6ibOZsKxY7o0t6t,7jdFEYD2LTYjfwxOdlVjmc,KALEO,False,14,0.471,1,307173,0.273,False,False,USAT21603093,https://api.spotify.com/v1/tracks/2Sqv9Ne6ibOZsKxY7o0t6t,2Sqv9Ne6ibOZsKxY7o0t6t,0,False,1,0.12,-10.072,1,All The Pretty Girls - Recorded at Spotify Studios NYC,66,https://p.scdn.co/mp3-preview/2ca29ac03b88d30f86ad2458789ab9e4a6495f5b?cid=b48aa986c53946d3b37781455e256dd4,0.0324,138.683,4,True,https://api.spotify.com/v1/tracks/2Sqv9Ne6ibOZsKxY7o0t6t,1,audio_features,spotify:track:2Sqv9Ne6ibOZsKxY7o0t6t,0.188
359lSGQwvAM3aZA5UNwqiQ,0.913,https://api.spotify.com/v1/audio-analysis/359lSGQwvAM3aZA5UNwqiQ,4EzkuveR9pLvDVFNx6foYD,James Bay,False,18,0.679,1,236787,0.321,False,False,USUM71510628,https://api.spotify.com/v1/tracks/359lSGQwvAM3aZA5UNwqiQ,359lSGQwvAM3aZA5UNwqiQ,0,False,11,0.711,-8.403,1,If You Ever Wanna Be In Love - James Bay Spotify Session 2015,74,https://p.scdn.co/mp3-preview/602a73a4dd02abaec1e59d0282a6cbd8bb166ee4?cid=b48aa986c53946d3b37781455e256dd4,0.0396,117.622,4,True,https://api.spotify.com/v1/tracks/359lSGQwvAM3aZA5UNwqiQ,3,audio_features,spotify:track:359lSGQwvAM3aZA5UNwqiQ,0.362
5MMZJtHOiH1RmQSSe3DJdg,0.249,https://api.spotify.com/v1/audio-analysis/5MMZJtHOiH1RmQSSe3DJdg,16oZKvXb6WkQlVAjwo2Wbg,The Lumineers,False,14,0.389,1,211851,0.431,False,False,USDMG1673801,https://api.spotify.com/v1/tracks/5MMZJtHOiH1RmQSSe3DJdg,5MMZJtHOiH1RmQSSe3DJdg,0,False,7,0.13,-8.061,1,Sleep On The Floor,70,https://p.scdn.co/mp3-preview/663543e1a5602369eaf8cafa1b55eab6ac4ecc9a?cid=b48aa986c53946d3b37781455e256dd4,0.0344,142.14,4,True,https://api.spotify.com/v1/tracks/5MMZJtHOiH1RmQSSe3DJdg,1,audio_features,spotify:track:5MMZJtHOiH1RmQSSe3DJdg,0.275
4JKHACLkotsxdKNF9vJYOS,0.929,https://api.spotify.com/v1/audio-analysis/4JKHACLkotsxdKNF9vJYOS,2m1l9MLSslzup4vvokKgvQ,Villagers,False,19,0.579,1,219093,0.415,False,False,GBCEL1200590,https://api.spotify.com/v1/tracks/4JKHACLkotsxdKNF9vJYOS,4JKHACLkotsxdKNF9vJYOS,0.0018,False,7,0.671,-11.599,1,Nothing Arrived - Live from Spotify London,29,,0.0397,102.713,4,True,https://api.spotify.com/v1/tracks/4JKHACLkotsxdKNF9vJYOS,2,audio_features,spotify:track:4JKHACLkotsxdKNF9vJYOS,0.42
4fbvXwMTXPWaFyaMWUm9CR,0.943,https://api.spotify.com/v1/audio-analysis/4fbvXwMTXPWaFyaMWUm9CR,4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,False,33,0.375,1,336613,0.304,False,False,US38Y1113503,https://api.spotify.com/v1/tracks/4fbvXwMTXPWaFyaMWUm9CR,4fbvXwMTXPWaFyaMWUm9CR,0.303,False,1,0.126,-14.52,1,Holocene,71,https://p.scdn.co/mp3-preview/a07bbe36e9ce8fc15114becac8876d3a20517cf2?cid=b48aa986c53946d3b37781455e256dd4,0.0302,147.989,4,True,https://api.spotify.com/v1/tracks/4fbvXwMTXPWaFyaMWUm9CR,3,audio_features,spotify:track:4fbvXwMTXPWaFyaMWUm9CR,0.147
6itWAD2WxmAVQgWuk85yXx,0.808,https://api.spotify.com/v1/audio-analysis/6itWAD2WxmAVQgWuk85yXx,4tvKz56Tr39bkhcQUTO0Xr,Angus & Julia Stone,False,24,0.529,1,174373,0.0964,False,False,USUM71418170,https://api.spotify.com/v1/tracks/6itWAD2WxmAVQgWuk85yXx,6itWAD2WxmAVQgWuk85yXx,0.0628,False,0,0.709,-22.052,1,Stay With Me - Live From Spotify Berlin,57,,0.0459,151.286,4,True,https://api.spotify.com/v1/tracks/6itWAD2WxmAVQgWuk85yXx,1,audio_features,spotify:track:6itWAD2WxmAVQgWuk85yXx,0.142
1OwHOfTeJkdRhdqq93y2XV,0.102,https://api.spotify.com/v1/audio-analysis/1OwHOfTeJkdRhdqq93y2XV,4EzkuveR9pLvDVFNx6foYD,James Bay,False,21,0.537,1,224813,0.485,False,False,USUM71417477,https://api.spotify.com/v1/tracks/1OwHOfTeJkdRhdqq93y2XV,1OwHOfTeJkdRhdqq93y2XV,3.83e-06,False,2,0.319,-8.131,1,Need The Sun To Break,63,https://p.scdn.co/mp3-preview/21c5292c211495b30a8b9db76dc479019a89d9ee?cid=b48aa986c53946d3b37781455e256dd4,0.0332,152.012,4,True,https://api.spotify.com/v1/tracks/1OwHOfTeJkdRhdqq93y2XV,11,audio_features,spotify:track:1OwHOfTeJkdRhdqq93y2XV,0.293
4FwaJmXeZxr1096KItcUQq,0.729,https://api.spotify.com/v1/audio-analysis/4FwaJmXeZxr1096KItcUQq,78CiW0UJbHspFaVuVexOK6,Charlie Cunningham,False,13,0.492,1,194907,0.841,False,False,SE22E1600105,https://api.spotify.com/v1/tracks/4FwaJmXeZxr1096KItcUQq,4FwaJmXeZxr1096KItcUQq,0.00027,False,0,0.101,-9.181,0,Minimum,50,,0.0904,177.869,4,True,https://api.spotify.com/v1/tracks/4FwaJmXeZxr1096KItcUQq,1,audio_features,spotify:track:4FwaJmXeZxr1096KItcUQq,0.313
0QB71BDzh36guAExsTIgNO,0.3,https://api.spotify.com/v1/audio-analysis/0QB71BDzh36guAExsTIgNO,5schNIzWdI9gJ1QRK8SBnc,Ben Howard,False,13,0.545,1,249173,0.485,False,False,GBUM71104742,https://api.spotify.com/v1/tracks/0QB71BDzh36guAExsTIgNO,0QB71BDzh36guAExsTIgNO,0.00137,False,8,0.119,-9.941,1,Only Love,26,,0.151,80.401,4,True,https://api.spotify.com/v1/tracks/0QB71BDzh36guAExsTIgNO,5,audio_features,spotify:track:0QB71BDzh36guAExsTIgNO,0.341
0NeJjNlprGfZpeX2LQuN6c,0.689,https://api.spotify.com/v1/audio-analysis/0NeJjNlprGfZpeX2LQuN6c,3qnGvpP8Yth1AqSBMqON5x,Leon Bridges,False,22,0.658,1,238560,0.179,False,False,USQX91500482,https://api.spotify.com/v1/tracks/0NeJjNlprGfZpeX2LQuN6c,0NeJjNlprGfZpeX2LQuN6c,0,False,8,0.17,-10.866,1,River,75,https://p.scdn.co/mp3-preview/3a8497767824cf218a9b5247c3c17b526cede1a8?cid=b48aa986c53946d3b37781455e256dd4,0.0448,128.128,4,True,https://api.spotify.com/v1/tracks/0NeJjNlprGfZpeX2LQuN6c,10,audio_features,spotify:track:0NeJjNlprGfZpeX2LQuN6c,0.191
4gFakkHz0RjUrbf9Ufilb7,0.585,https://api.spotify.com/v1/audio-analysis/4gFakkHz0RjUrbf9Ufilb7,6cSxzHrQgGc4I4Ck5Gewej,Sons Of The East,False,18,0.585,1,300499,0.348,False,False,AUMGB1400491,https://api.spotify.com/v1/tracks/4gFakkHz0RjUrbf9Ufilb7,4gFakkHz0RjUrbf9Ufilb7,7.47e-05,False,11,0.101,-10.268,1,Into The Sun - EP Version,65,https://p.scdn.co/mp3-preview/781bdd8328f7dd62a421704f7382c9eb3f09d60e?cid=b48aa986c53946d3b37781455e256dd4,0.0361,109.97,4,True,https://api.spotify.com/v1/tracks/4gFakkHz0RjUrbf9Ufilb7,3,audio_features,spotify:track:4gFakkHz0RjUrbf9Ufilb7,0.101
0ZNYGrmcehorhh9JOeg5Iv,0.736,https://api.spotify.com/v1/audio-analysis/0ZNYGrmcehorhh9JOeg5Iv,6xrCU6zdcSTsG2hLrojpmI,José González,False,15,0.718,1,266907,0.302,False,False,USFM91300095,https://api.spotify.com/v1/tracks/0ZNYGrmcehorhh9JOeg5Iv,0ZNYGrmcehorhh9JOeg5Iv,0.163,False,6,0.0887,-12.086,1,Stay Alive,70,https://p.scdn.co/mp3-preview/58c0e8b0529936936ca8362dc458a0afc5eeddae?cid=b48aa986c53946d3b37781455e256dd4,0.0372,129.999,4,True,https://api.spotify.com/v1/tracks/0ZNYGrmcehorhh9JOeg5Iv,1,audio_features,spotify:track:0ZNYGrmcehorhh9JOeg5Iv,0.333
