song.id,acousticness,analysis_url,artist.id,artist.name,isBanger,banger_occurances,danceability,disc_number,duration_ms,energy,episode,explicit,external_ids.isrc,href,id,instrumentalness,is_local,key,linked_from,liveness,loudness,mode,name,popularity,preview_url,speechiness,tempo,time_signature,track,track_href,track_number,type,uri,valence
5goGDc74vVREyN8al8CkPh,0.00534,https://api.spotify.com/v1/audio-analysis/5goGDc74vVREyN8al8CkPh,3TVXtAsR1Inumwj472S9r4,Drake,True,36,0.655,1,255840,0.839,False,True,USCM51800006,https://api.spotify.com/v1/tracks/5goGDc74vVREyN8al8CkPh,5goGDc74vVREyN8al8CkPh,0,False,9,,0.308,-5.076,0,Diplomatic Immunity,6,,0.443,74.867,4,True,https://api.spotify.com/v1/tracks/5goGDc74vVREyN8al8CkPh,2,audio_features,spotify:track:5goGDc74vVREyN8al8CkPh,0.55
3FUP0gYxsivCHzWzu8uUGw,0.218,https://api.spotify.com/v1/audio-analysis/3FUP0gYxsivCHzWzu8uUGw,"7yO4IdJjCEPz7YgZMe25iS, 13ubrt8QOOCPljQ2FL1Kca, 1uLYUm2A6kpFYAECfAFoH1, 45m1IiS45uD1HcPlYkNWKj, 15iVAtD3s3FsQR4w1v6M0P, 699OTQXzgjhIYAHMy9RyPD","A$AP Mob, A$AP Rocky, A$AP Nast, A$AP ANT, Chief Keef, Playboi Carti",True,35,0.732,1,207560,0.632,False,True,USRC11702057,https://api.spotify.com/v1/tracks/3FUP0gYxsivCHzWzu8uUGw,3FUP0gYxsivCHzWzu8uUGw,0,False,2,,0.312,-5.46,1,Blowin' Minds (Skateboard),60,https://p.scdn.co/mp3-preview/81a2f3d4b165236ba3766ebeedd8376017e6cb0d?cid=b48aa986c53946d3b37781455e256dd4,0.231,81.506,4,True,https://api.spotify.com/v1/tracks/3FUP0gYxsivCHzWzu8uUGw,4,audio_features,spotify:track:3FUP0gYxsivCHzWzu8uUGw,0.337
3UiZUMXuNrORtsAIdDkZDe,0.0243,https://api.spotify.com/v1/audio-analysis/3UiZUMXuNrORtsAIdDkZDe,61qMnYXa1GxSBoV3IiYKjZ,Yung Pinch,True,15,0.795,1,226154,0.523,False,True,USUYG1153982,https://api.spotify.com/v1/tracks/3UiZUMXuNrORtsAIdDkZDe,3UiZUMXuNrORtsAIdDkZDe,0.00652,False,4,,0.11,-7.623,1,Look Like,9,,0.102,130.101,4,True,https://api.spotify.com/v1/tracks/3UiZUMXuNrORtsAIdDkZDe,5,audio_features,spotify:track:3UiZUMXuNrORtsAIdDkZDe,0.617
6O5plClCxL4fZFgsMRAYgT,0.528,https://api.spotify.com/v1/audio-analysis/6O5plClCxL4fZFgsMRAYgT,46SHBwWsqBkxI7EeeBEQG7,Kodak Black,True,19,0.684,1,213029,0.609,False,True,USUYG1104622,https://api.spotify.com/v1/tracks/6O5plClCxL4fZFgsMRAYgT,6O5plClCxL4fZFgsMRAYgT,0,False,1,,0.132,-8.638,1,Gave It All I Got,59,https://p.scdn.co/mp3-preview/773a8d1a1e4579fe47cb96d4d82f8b5a04686272?cid=b48aa986c53946d3b37781455e256dd4,0.0787,145.077,4,True,https://api.spotify.com/v1/tracks/6O5plClCxL4fZFgsMRAYgT,6,audio_features,spotify:track:6O5plClCxL4fZFgsMRAYgT,0.249
4qikXelSRKvoCqFcHLB2H2,0.0855,https://api.spotify.com/v1/audio-analysis/4qikXelSRKvoCqFcHLB2H2,"5K4W6rqBFWDnAN6FQUkS6x, 0c173mlxpT3dSFRgMO8XPh, 0ONHkAv9pCAFxb0zJwDNTy, 17lzZA2AlOHwCwFALHttmp","Kanye West, Big Sean, Pusha T, 2 Chainz",True,66,0.737,1,332453,0.545,False,True,USUM71203564,https://api.spotify.com/v1/tracks/4qikXelSRKvoCqFcHLB2H2,4qikXelSRKvoCqFcHLB2H2,9.32e-05,False,6,,0.153,-8.536,0,Mercy,72,https://p.scdn.co/mp3-preview/7bc0d60991fca4e26bf902119b1bfe6a0ac3e1e3?cid=b48aa986c53946d3b37781455e256dd4,0.362,140.086,4,True,https://api.spotify.com/v1/tracks/4qikXelSRKvoCqFcHLB2H2,1,audio_features,spotify:track:4qikXelSRKvoCqFcHLB2H2,0.443
0j4dBXVlkkR7KUNFCzOLLw,0.0218,https://api.spotify.com/v1/audio-analysis/0j4dBXVlkkR7KUNFCzOLLw,"6xS5PpBWaVYraexEkEjjXv, 6Xgp2XMz1fhVYe7i6yNAax","Maxo Kream, Trippie Redd",True,21,0.67,1,216085,0.519,False,True,USUYG1173534,https://api.spotify.com/v1/tracks/0j4dBXVlkkR7KUNFCzOLLw,0j4dBXVlkkR7KUNFCzOLLw,0,False,5,,0.646,-7.447,0,Capeesh,54,https://p.scdn.co/mp3-preview/da8cc3a329cb17db2a8d2f49de11e172dfaa6a22?cid=b48aa986c53946d3b37781455e256dd4,0.108,77.517,4,True,https://api.spotify.com/v1/tracks/0j4dBXVlkkR7KUNFCzOLLw,3,audio_features,spotify:track:0j4dBXVlkkR7KUNFCzOLLw,0.175
5SCiKTGKH0fIgqQzpBvL69,0.0653,https://api.spotify.com/v1/audio-analysis/5SCiKTGKH0fIgqQzpBvL69,"6Xgp2XMz1fhVYe7i6yNAax, 0jqC9NKn6mcg75b5eCUwp7, 19Nq4oCJmRe9pxcCfxRgU7","Trippie Redd, FOREVER ANTi PoP, Chris King",True,32,0.665,1,155368,0.588,False,True,QMEU31705098,https://api.spotify.com/v1/tracks/5SCiKTGKH0fIgqQzpBvL69,5SCiKTGKH0fIgqQzpBvL69,0,False,5,,0.0868,-7.953,0,Love Scars Pt. 2 / Rack City,65,https://p.scdn.co/mp3-preview/9d262907829225d608fc46850c0fdca5798bc640?cid=b48aa986c53946d3b37781455e256dd4,0.137,80.928,4,True,https://api.spotify.com/v1/tracks/5SCiKTGKH0fIgqQzpBvL69,2,audio_features,spotify:track:5SCiKTGKH0fIgqQzpBvL69,0.157
6ZNo7Vi0TE9ul1fhKd4S1M,0.092,https://api.spotify.com/v1/audio-analysis/6ZNo7Vi0TE9ul1fhKd4S1M,"1Xyo4u8uXC1ZmMpatF05PJ, 2YZyLoL8N0Wb9xBt1NhZWg","The Weeknd, Kendrick Lamar",True,31,0.734,1,211440,0.667,False,True,USUM71800001,https://api.spotify.com/v1/tracks/6ZNo7Vi0TE9ul1fhKd4S1M,6ZNo7Vi0TE9ul1fhKd4S1M,2.12e-05,False,2,,0.104,-4.996,1,Pray For Me (with Kendrick Lamar),13,,0.0871,100.578,4,True,https://api.spotify.com/v1/tracks/6ZNo7Vi0TE9ul1fhKd4S1M,1,audio_features,spotify:track:6ZNo7Vi0TE9ul1fhKd4S1M,0.165
7ty8xCQ2bCocWLGB6IFZ17,0.0368,https://api.spotify.com/v1/audio-analysis/7ty8xCQ2bCocWLGB6IFZ17,"55Aa2cqylxrFIXC767Z865, 17lzZA2AlOHwCwFALHttmp","Lil Wayne, 2 Chainz",True,11,0.52,1,223173,0.59,False,True,USCM51300102,https://api.spotify.com/v1/tracks/7ty8xCQ2bCocWLGB6IFZ17,7ty8xCQ2bCocWLGB6IFZ17,0,False,1,,0.503,-6.303,1,Rich As Fuck,48,https://p.scdn.co/mp3-preview/96f1886f2cb8ecc2baff29eb95a80f2c29c564ae?cid=b48aa986c53946d3b37781455e256dd4,0.479,75.938,5,True,https://api.spotify.com/v1/tracks/7ty8xCQ2bCocWLGB6IFZ17,9,audio_features,spotify:track:7ty8xCQ2bCocWLGB6IFZ17,0.873
4P7VFiaZb3xrXoqGwZXC3J,0.0656,https://api.spotify.com/v1/audio-analysis/4P7VFiaZb3xrXoqGwZXC3J,"55Aa2cqylxrFIXC767Z865, 3pbi8H08p95NUZ7m6ybxUV","Lil Wayne, Static Major",True,56,0.828,1,299333,0.433,False,True,USCM50800556,https://api.spotify.com/v1/tracks/4P7VFiaZb3xrXoqGwZXC3J,4P7VFiaZb3xrXoqGwZXC3J,0.000876,False,0,,0.122,-9.716,1,Lollipop,73,https://p.scdn.co/mp3-preview/6d6f464910c2af6fe6d07ae85baf9957d1a6b97e?cid=b48aa986c53946d3b37781455e256dd4,0.199,148.073,4,True,https://api.spotify.com/v1/tracks/4P7VFiaZb3xrXoqGwZXC3J,12,audio_features,spotify:track:4P7VFiaZb3xrXoqGwZXC3J,0.44
